id,Make,Model,Year,Engine_HP,Engine_Cylinders,Highway_MPG,City_MPG
3587,Land Rover,Discovery Sport,2016,240,4,26,20
3588,Land Rover,Discovery Sport,2017,240,4,25,20
3589,Land Rover,Discovery Sport,2017,240,4,25,20
3590,Land Rover,Discovery Sport,2017,240,4,25,20
3591,Land Rover,Discovery,2003,217,8,14,11
3592,Land Rover,Discovery,2003,217,8,14,11
3593,Land Rover,Discovery,2003,217,8,14,11
3594,Land Rover,Discovery,2004,217,8,14,11
3595,Land Rover,Discovery,2004,217,8,14,11
3596,Land Rover,Discovery,2004,217,8,14,11
3597,Cadillac,DTS,2009,275,8,23,15
3598,Cadillac,DTS,2009,275,8,23,15
3599,Cadillac,DTS,2009,275,8,23,15
3600,Cadillac,DTS,2009,292,8,22,15
3601,Cadillac,DTS,2009,275,8,23,15
3602,Cadillac,DTS,2009,275,8,23,15
3603,Cadillac,DTS,2010,275,8,23,15
3604,Cadillac,DTS,2010,275,8,23,15
3605,Cadillac,DTS,2010,275,8,23,15
3606,Cadillac,DTS,2010,292,8,22,15
3607,Cadillac,DTS,2011,292,8,23,15
3608,Cadillac,DTS,2011,275,8,23,15
3609,Cadillac,DTS,2011,275,8,23,15
3610,Cadillac,DTS,2011,275,8,23,15
3611,Dodge,Durango,2015,290,6,25,18
3612,Dodge,Durango,2015,360,8,22,14
3613,Dodge,Durango,2015,290,6,24,17
3614,Dodge,Durango,2015,290,6,25,18
3615,Dodge,Durango,2015,290,6,24,17
3616,Dodge,Durango,2015,290,6,24,17
3617,Dodge,Durango,2015,360,8,23,14
3618,Dodge,Durango,2015,290,6,25,18
3619,Dodge,Durango,2016,360,8,22,14
3620,Dodge,Durango,2016,293,6,25,18
3621,Dodge,Durango,2016,293,6,27,19
3622,Dodge,Durango,2016,295,6,25,18
3623,Dodge,Durango,2016,293,6,25,18
3624,Dodge,Durango,2016,360,8,22,14
3625,Dodge,Durango,2016,295,6,27,19
3626,Dodge,Durango,2016,293,6,27,19
3627,Dodge,Durango,2016,295,6,27,19
3628,Dodge,Durango,2016,295,6,25,18
3629,Dodge,Durango,2017,295,6,26,19
3630,Dodge,Durango,2017,295,6,26,19
3631,Dodge,Durango,2017,295,6,25,18
3632,Dodge,Durango,2017,360,8,22,14
3633,Dodge,Durango,2017,295,6,26,19
3634,Dodge,Durango,2017,360,8,22,14
3635,Dodge,Durango,2017,295,6,26,19
3636,Dodge,Durango,2017,295,6,25,18
3637,Dodge,Durango,2017,295,6,25,18
3638,Dodge,Durango,2017,295,6,25,18
3639,Dodge,Dynasty,1991,100,4,24,18
3640,Dodge,Dynasty,1991,141,6,24,18
3641,Dodge,Dynasty,1992,100,4,26,19
3642,Dodge,Dynasty,1992,141,6,24,18
3643,Dodge,Dynasty,1993,141,6,26,18
3644,Dodge,Dynasty,1993,100,4,24,18
3645,Ford,E-150,1996,199,6,15,11
3646,Ford,E-150,1996,145,6,14,12
3647,Ford,E-150,1996,145,6,15,11
3648,Ford,E-150,1996,145,6,15,11
3649,Ford,E-150,1996,145,6,14,12
3650,Ford,E-150,1997,200,6,17,12
3651,Ford,E-150,1997,200,6,17,12
3652,Ford,E-150,1997,200,6,17,12
3653,Ford,E-150,1997,200,6,18,14
3654,Ford,E-150,1998,200,6,17,12
3655,Ford,E-150,1998,200,6,18,13
3656,Ford,E-150,1998,200,6,17,12
3657,Ford,E-150,1998,200,6,17,12
3658,Ford,E-250,1996,199,6,13,11
3659,Ford,E-250,1996,145,6,13,11
3660,Ford,E-250,1996,199,6,13,11
3661,Ford,E-250,1996,145,6,13,11
3662,Ford,E-250,1997,200,6,17,12
3663,Ford,E-250,1997,200,6,17,12
3664,Ford,E-250,1997,200,6,17,12
3665,Ford,E-250,1997,200,6,17,12
3666,Ford,E-250,1998,235,6,17,13
3667,Ford,E-250,1998,235,6,17,13
3668,Mercedes-Benz,E-Class,2015,329,6,28,20
3669,Mercedes-Benz,E-Class,2015,550,8,23,16
3670,Mercedes-Benz,E-Class,2015,329,6,29,20
3671,Mercedes-Benz,E-Class,2015,302,6,29,24
3672,Mercedes-Benz,E-Class,2015,302,6,28,20
3673,Mercedes-Benz,E-Class,2015,302,6,27,20
3674,Mercedes-Benz,E-Class,2015,195,4,38,27
3675,Mercedes-Benz,E-Class,2015,402,8,26,17
3676,Mercedes-Benz,E-Class,2015,302,6,29,20
3677,Mercedes-Benz,E-Class,2015,577,8,22,15
3678,Mercedes-Benz,E-Class,2015,577,8,21,15
3679,Mercedes-Benz,E-Class,2015,302,6,29,20
3680,Mercedes-Benz,E-Class,2015,329,6,28,20
3681,Mercedes-Benz,E-Class,2015,195,4,38,27
3682,Mercedes-Benz,E-Class,2015,402,8,26,18
3683,Mercedes-Benz,E-Class,2015,329,6,29,20
3684,Mercedes-Benz,E-Class,2015,195,4,42,28
3685,Mercedes-Benz,E-Class,2015,302,6,27,20
3686,Mercedes-Benz,E-Class,2015,302,6,28,20
3687,Mercedes-Benz,E-Class,2015,195,4,42,28
3688,Mercedes-Benz,E-Class,2015,329,6,29,20
3689,Mercedes-Benz,E-Class,2016,329,6,29,20
3690,Mercedes-Benz,E-Class,2016,302,6,27,20
3691,Mercedes-Benz,E-Class,2016,302,6,27,20
3692,Mercedes-Benz,E-Class,2016,195,4,38,27
3693,Mercedes-Benz,E-Class,2016,302,6,29,20
3694,Mercedes-Benz,E-Class,2016,329,6,28,20
3695,Mercedes-Benz,E-Class,2016,577,8,22,15
3696,Mercedes-Benz,E-Class,2016,302,6,29,20
3697,Mercedes-Benz,E-Class,2016,302,6,28,20
3698,Mercedes-Benz,E-Class,2016,329,6,29,20
3699,Mercedes-Benz,E-Class,2016,402,8,26,18
3700,Mercedes-Benz,E-Class,2016,329,6,29,20
3701,Mercedes-Benz,E-Class,2016,195,4,38,27
3702,Mercedes-Benz,E-Class,2016,302,6,28,20
3703,Mercedes-Benz,E-Class,2016,402,8,26,17
3704,Mercedes-Benz,E-Class,2016,577,8,21,15
3705,Mercedes-Benz,E-Class,2016,195,4,42,28
3706,Mercedes-Benz,E-Class,2016,195,4,42,28
3707,Mercedes-Benz,E-Class,2016,329,6,28,20
3708,Mercedes-Benz,E-Class,2017,329,6,29,20
3709,Mercedes-Benz,E-Class,2017,241,4,29,22
3710,Mercedes-Benz,E-Class,2017,241,4,29,22
3711,Mercedes-Benz,E-Class,2017,329,6,28,20
3712,Mercedes-Benz,E-Class,2017,241,4,30,22
3713,Mercedes-Benz,E-Class,2017,241,4,30,22
3714,Mercedes-Benz,E-Class,2017,329,6,29,20
3715,Mercedes-Benz,E-Class,2017,402,8,26,18
3716,Mercedes-Benz,E-Class,2017,402,8,25,17
3717,Volkswagen,e-Golf,2015,115,,105,126
3718,Volkswagen,e-Golf,2015,115,,105,126
3719,Volkswagen,e-Golf,2016,115,,105,126
3720,Volkswagen,e-Golf,2016,115,,105,126
3721,Ford,E-Series Van,2012,255,8,16,12
3722,Ford,E-Series Van,2012,225,8,17,13
3723,Ford,E-Series Van,2012,225,8,17,13
3724,Ford,E-Series Van,2012,225,8,17,13
3725,Ford,E-Series Van,2012,225,8,17,13
3726,Ford,E-Series Van,2012,255,8,16,12
3727,Ford,E-Series Van,2013,225,8,17,13
3728,Ford,E-Series Van,2013,255,8,16,12
3729,Ford,E-Series Van,2013,225,8,17,13
3730,Ford,E-Series Van,2013,225,8,17,13
3731,Ford,E-Series Van,2013,225,8,17,13
3732,Ford,E-Series Van,2013,255,8,16,12
3733,Ford,E-Series Van,2014,225,8,16,13
3734,Ford,E-Series Van,2014,255,8,16,12
3735,Ford,E-Series Van,2014,225,8,16,13
3736,Ford,E-Series Van,2014,225,8,16,13
3737,Ford,E-Series Van,2014,255,8,16,12
3738,Ford,E-Series Van,2014,225,8,16,13
3739,Ford,E-Series Wagon,2012,225,8,16,13
3740,Ford,E-Series Wagon,2012,255,8,15,11
3741,Ford,E-Series Wagon,2012,255,8,15,11
3742,Ford,E-Series Wagon,2012,255,8,15,11
3743,Ford,E-Series Wagon,2012,225,8,16,13
3744,Ford,E-Series Wagon,2012,255,8,15,11
3745,Ford,E-Series Wagon,2013,255,8,15,11
3746,Ford,E-Series Wagon,2013,255,8,15,11
3747,Ford,E-Series Wagon,2013,255,8,15,11
3748,Ford,E-Series Wagon,2013,255,8,15,11
3749,Ford,E-Series Wagon,2013,225,8,16,13
3750,Ford,E-Series Wagon,2013,225,8,16,13
3751,Ford,E-Series Wagon,2014,225,8,16,13
3752,Ford,E-Series Wagon,2014,255,8,15,11
3753,Ford,E-Series Wagon,2014,255,8,15,11
3754,Ford,E-Series Wagon,2014,255,8,15,11
3755,Ford,E-Series Wagon,2014,255,8,15,11
3756,Ford,E-Series Wagon,2014,225,8,16,13
3757,Mercedes-Benz,E55 AMG,1999,349,8,21,15
3758,Mercedes-Benz,E55 AMG,2000,349,8,21,15
3759,Toyota,ECHO,2003,108,4,38,30
3760,Toyota,ECHO,2003,108,4,36,28
3761,Toyota,ECHO,2003,108,4,38,30
3762,Toyota,ECHO,2003,108,4,36,28
3763,Toyota,ECHO,2004,108,4,38,30
3764,Toyota,ECHO,2004,108,4,36,28
3765,Toyota,ECHO,2004,108,4,36,28
3766,Toyota,ECHO,2004,108,4,38,30
3767,Toyota,ECHO,2005,108,4,38,30
3768,Toyota,ECHO,2005,108,4,36,28
3769,Toyota,ECHO,2005,108,4,36,28
3770,Toyota,ECHO,2005,108,4,38,30
3771,Mitsubishi,Eclipse Spyder,2010,162,4,26,19
3772,Mitsubishi,Eclipse Spyder,2010,265,6,24,16
3773,Mitsubishi,Eclipse Spyder,2011,265,6,24,16
3774,Mitsubishi,Eclipse Spyder,2011,162,4,27,20
3775,Mitsubishi,Eclipse Spyder,2012,162,4,27,20
3776,Mitsubishi,Eclipse Spyder,2012,265,6,24,16
3777,Mitsubishi,Eclipse Spyder,2012,162,4,27,20
3778,Mitsubishi,Eclipse,2010,162,4,27,20
3779,Mitsubishi,Eclipse,2010,162,4,28,20
3780,Mitsubishi,Eclipse,2010,265,6,24,16
3781,Mitsubishi,Eclipse,2010,162,4,27,20
3782,Mitsubishi,Eclipse,2010,265,6,25,16
3783,Mitsubishi,Eclipse,2011,162,4,28,20
3784,Mitsubishi,Eclipse,2011,162,4,28,20
3785,Mitsubishi,Eclipse,2011,162,4,28,20
3786,Mitsubishi,Eclipse,2011,265,6,25,17
3787,Mitsubishi,Eclipse,2012,162,4,28,20
3788,Mitsubishi,Eclipse,2012,162,4,28,20
3789,Mitsubishi,Eclipse,2012,162,4,28,20
3790,Mitsubishi,Eclipse,2012,265,6,25,17
3791,Mitsubishi,Eclipse,2012,162,4,28,20
3792,Ford,Edge,2015,245,4,28,20
3793,Ford,Edge,2015,245,4,28,20
3794,Ford,Edge,2015,245,4,30,20
3795,Ford,Edge,2015,245,4,30,20
3796,Ford,Edge,2015,315,6,24,17
3797,Ford,Edge,2015,315,6,27,18
3798,Ford,Edge,2015,245,4,28,20
3799,Ford,Edge,2015,245,4,30,20
3800,Ford,Edge,2016,245,4,30,20
3801,Ford,Edge,2016,245,4,28,20
3802,Ford,Edge,2016,245,4,30,20
3803,Ford,Edge,2016,245,4,28,20
3804,Ford,Edge,2016,315,6,24,17
3805,Ford,Edge,2016,245,4,28,20
3806,Ford,Edge,2016,245,4,30,20
3807,Ford,Edge,2017,245,4,29,21
3808,Ford,Edge,2017,245,4,27,20
3809,Ford,Edge,2017,315,6,24,17
3810,Ford,Edge,2017,245,4,27,20
3811,Ford,Edge,2017,245,4,27,20
3812,Ford,Edge,2017,245,4,29,20
3813,Ford,Edge,2017,245,4,29,20
3814,Oldsmobile,Eighty-Eight Royale,1993,170,6,26,17
3815,Oldsmobile,Eighty-Eight Royale,1993,170,6,26,17
3816,Oldsmobile,Eighty-Eight Royale,1994,170,6,26,17
3817,Oldsmobile,Eighty-Eight Royale,1994,170,6,26,17
3818,Oldsmobile,Eighty-Eight Royale,1994,170,6,26,17
3819,Oldsmobile,Eighty-Eight Royale,1994,170,6,26,17
3820,Oldsmobile,Eighty-Eight Royale,1995,205,6,26,17
3821,Oldsmobile,Eighty-Eight Royale,1995,205,6,26,17
3822,Oldsmobile,Eighty-Eight Royale,1995,205,6,26,17
3823,Oldsmobile,Eighty-Eight Royale,1995,225,6,26,17
3824,Oldsmobile,Eighty-Eight,1997,205,6,26,17
3825,Oldsmobile,Eighty-Eight,1997,205,6,26,17
3826,Oldsmobile,Eighty-Eight,1998,205,6,27,17
3827,Oldsmobile,Eighty-Eight,1998,205,6,27,17
3828,Oldsmobile,Eighty-Eight,1999,205,6,27,17
3829,Oldsmobile,Eighty-Eight,1999,205,6,27,17
3830,Oldsmobile,Eighty-Eight,1999,205,6,27,17
3831,Hyundai,Elantra Coupe,2013,145,4,37,27
3832,Hyundai,Elantra Coupe,2013,148,4,37,27
3833,Hyundai,Elantra Coupe,2013,148,4,38,28
3834,Hyundai,Elantra Coupe,2013,145,4,37,27
3835,Hyundai,Elantra Coupe,2013,148,4,37,27
3836,Hyundai,Elantra Coupe,2013,148,4,38,28
3837,Hyundai,Elantra Coupe,2014,166,4,34,24
3838,Hyundai,Elantra Coupe,2014,173,4,34,24
3839,Hyundai,Elantra GT,2015,173,4,33,24
3840,Hyundai,Elantra GT,2015,173,4,34,24
3841,Hyundai,Elantra GT,2016,173,4,33,24
3842,Hyundai,Elantra GT,2016,173,4,33,24
3843,Hyundai,Elantra GT,2017,173,4,32,24
3844,Hyundai,Elantra GT,2017,173,4,32,24
3845,Hyundai,Elantra Touring,2010,138,4,30,23
3846,Hyundai,Elantra Touring,2010,138,4,30,23
3847,Hyundai,Elantra Touring,2010,138,4,31,23
3848,Hyundai,Elantra Touring,2010,138,4,31,23
3849,Hyundai,Elantra Touring,2011,138,4,31,23
3850,Hyundai,Elantra Touring,2011,138,4,31,23
3851,Hyundai,Elantra Touring,2011,138,4,30,23
3852,Hyundai,Elantra Touring,2011,138,4,30,23
3853,Hyundai,Elantra Touring,2012,138,4,30,23
3854,Hyundai,Elantra Touring,2012,138,4,31,23
3855,Hyundai,Elantra Touring,2012,138,4,31,23
3856,Hyundai,Elantra Touring,2012,138,4,30,23
3857,Hyundai,Elantra,2015,173,4,35,24
3858,Hyundai,Elantra,2015,145,4,37,27
3859,Hyundai,Elantra,2015,145,4,38,28
3860,Hyundai,Elantra,2015,145,4,37,27
3861,Hyundai,Elantra,2015,166,4,35,24
3862,Hyundai,Elantra,2015,173,4,34,24
3863,Hyundai,Elantra,2015,145,4,37,27
3864,Hyundai,Elantra,2016,173,4,35,24
3865,Hyundai,Elantra,2016,145,4,38,28
3866,Hyundai,Elantra,2016,166,4,35,24
3867,Hyundai,Elantra,2016,145,4,37,27
3868,Hyundai,Elantra,2016,173,4,34,24
3869,Hyundai,Elantra,2016,145,4,37,27
3870,Hyundai,Elantra,2016,145,4,37,27
3871,Hyundai,Elantra,2016,145,4,38,28
3872,Hyundai,Elantra,2017,147,4,38,29
3873,Hyundai,Elantra,2017,147,4,37,28
3874,Hyundai,Elantra,2017,147,4,38,29
3875,Hyundai,Elantra,2017,128,4,40,32
3876,Hyundai,Elantra,2017,147,4,36,26
3877,Hyundai,Elantra,2017,147,4,37,28
3878,Hyundai,Elantra,2017,201,4,33,26
3879,Hyundai,Elantra,2017,201,4,30,22
3880,Hyundai,Elantra,2017,147,4,38,29
3881,Cadillac,Eldorado,2000,275,8,25,15
3882,Cadillac,Eldorado,2000,300,8,25,15
3883,Cadillac,Eldorado,2001,300,8,25,15
3884,Cadillac,Eldorado,2001,275,8,25,15
3885,Cadillac,Eldorado,2002,300,8,25,16
3886,Cadillac,Eldorado,2002,300,8,25,16
3887,Cadillac,Eldorado,2002,275,8,25,16
3888,Buick,Electra,1990,165,6,25,16
3889,Buick,Electra,1990,165,6,25,16
3890,Buick,Electra,1990,165,6,25,16
3891,Buick,Electra,1990,165,6,25,16
3892,Honda,Element,2009,166,4,23,18
3893,Honda,Element,2009,166,4,25,20
3894,Honda,Element,2009,166,4,23,18
3895,Honda,Element,2009,166,4,24,19
3896,Honda,Element,2009,166,4,25,20
3897,Honda,Element,2009,166,4,25,20
3898,Honda,Element,2009,166,4,24,19
3899,Honda,Element,2009,166,4,24,19
3900,Honda,Element,2009,166,4,25,20
3901,Honda,Element,2009,166,4,25,20
3902,Honda,Element,2010,166,4,24,19
3903,Honda,Element,2010,166,4,25,20
3904,Honda,Element,2010,166,4,25,20
3905,Honda,Element,2010,166,4,24,19
3906,Honda,Element,2010,166,4,25,20
3907,Honda,Element,2010,166,4,24,19
3908,Honda,Element,2010,166,4,25,20
3909,Honda,Element,2011,166,4,24,19
3910,Honda,Element,2011,166,4,24,19
3911,Honda,Element,2011,166,4,25,20
3912,Honda,Element,2011,166,4,25,20
3913,Lotus,Elise,2009,189,4,27,21
3914,Lotus,Elise,2009,218,4,26,20
3915,Lotus,Elise,2009,189,4,27,21
3916,Lotus,Elise,2010,189,4,27,21
3917,Lotus,Elise,2010,218,4,26,20
3918,Lotus,Elise,2011,189,4,27,21
3919,Lotus,Elise,2011,217,4,26,20
3920,Lotus,Elise,2011,217,4,26,20
3921,Buick,Enclave,2015,288,6,22,16
3922,Buick,Enclave,2015,288,6,24,17
3923,Buick,Enclave,2015,288,6,24,17
3924,Buick,Enclave,2015,288,6,22,16
3925,Buick,Enclave,2015,288,6,24,17
3926,Buick,Enclave,2016,288,6,22,15
3927,Buick,Enclave,2016,288,6,22,15
3928,Buick,Enclave,2016,288,6,22,15
3929,Buick,Enclave,2016,288,6,22,15
3930,Buick,Enclave,2016,288,6,22,15
3931,Buick,Enclave,2017,288,6,22,15
3932,Buick,Enclave,2017,288,6,22,15
3933,Buick,Enclave,2017,288,6,22,15
3934,Buick,Enclave,2017,288,6,22,15
3935,Buick,Enclave,2017,288,6,22,15
3936,Buick,Encore,2015,138,4,30,23
3937,Buick,Encore,2015,138,4,30,23
3938,Buick,Encore,2015,138,4,30,23
3939,Buick,Encore,2015,138,4,33,25
3940,Buick,Encore,2015,138,4,33,25
3941,Buick,Encore,2015,138,4,33,25
3942,Buick,Encore,2015,138,4,33,25
3943,Buick,Encore,2015,138,4,30,23
3944,Buick,Encore,2016,138,4,30,23
3945,Buick,Encore,2016,138,4,30,23
3946,Buick,Encore,2016,138,4,33,25
3947,Buick,Encore,2016,138,4,33,25
3948,Buick,Encore,2016,153,4,32,26
3949,Buick,Encore,2016,138,4,33,25
3950,Buick,Encore,2016,153,4,34,28
3951,Buick,Encore,2016,138,4,30,23
3952,Buick,Encore,2016,138,4,33,25
3953,Buick,Encore,2016,138,4,30,23
3954,Buick,Encore,2017,138,4,30,24
3955,Buick,Encore,2017,138,4,33,25
3956,Buick,Encore,2017,138,4,30,24
3957,Buick,Encore,2017,138,4,34,28
3958,Buick,Encore,2017,138,4,31,26
3959,Buick,Encore,2017,138,4,30,24
3960,Buick,Encore,2017,138,4,33,25
3961,Buick,Encore,2017,138,4,33,25
3962,Buick,Encore,2017,138,4,30,24
3963,Buick,Encore,2017,138,4,33,25
3964,Mitsubishi,Endeavor,2008,225,6,19,15
3965,Mitsubishi,Endeavor,2008,225,6,19,15
3966,Mitsubishi,Endeavor,2008,225,6,22,15
3967,Mitsubishi,Endeavor,2008,225,6,22,15
3968,Mitsubishi,Endeavor,2010,225,6,21,15
3969,Mitsubishi,Endeavor,2010,225,6,19,15
3970,Mitsubishi,Endeavor,2010,225,6,21,15
3971,Mitsubishi,Endeavor,2011,225,6,21,15
3972,Mitsubishi,Endeavor,2011,225,6,21,15
3973,Mitsubishi,Endeavor,2011,225,6,19,15
3974,Hyundai,Entourage,2007,242,6,23,16
3975,Hyundai,Entourage,2007,242,6,23,16
3976,Hyundai,Entourage,2007,242,6,23,16
3977,Hyundai,Entourage,2008,250,6,23,16
3978,Hyundai,Entourage,2008,250,6,23,16
3979,Buick,Envision,2016,252,4,26,20
3980,Buick,Envision,2016,252,4,26,20
3981,Buick,Envision,2017,197,4,28,21
3982,Buick,Envision,2017,252,4,26,20
3983,Buick,Envision,2017,197,4,29,22
3984,Buick,Envision,2017,252,4,26,20
3985,Buick,Envision,2017,197,4,28,21
3986,Buick,Envision,2017,197,4,29,22
3987,GMC,Envoy XL,2004,275,6,18,13
3988,GMC,Envoy XL,2004,275,6,18,13
3989,GMC,Envoy XL,2004,275,6,18,13
3990,GMC,Envoy XL,2004,275,6,18,13
3991,GMC,Envoy XL,2005,275,6,18,13
3992,GMC,Envoy XL,2005,275,6,17,12
3993,GMC,Envoy XL,2005,300,8,19,13
3994,GMC,Envoy XL,2005,275,6,17,12
3995,GMC,Envoy XL,2005,300,8,18,13
3996,GMC,Envoy XL,2005,275,6,18,13
3997,GMC,Envoy XL,2006,291,6,18,13
3998,GMC,Envoy XL,2006,300,8,18,13
3999,GMC,Envoy XL,2006,291,6,18,13
4000,GMC,Envoy XL,2006,291,6,19,14
4001,GMC,Envoy XL,2006,300,8,19,14
4002,GMC,Envoy XL,2006,291,6,19,14
4003,GMC,Envoy XUV,2005,275,6,17,12
4004,GMC,Envoy XUV,2005,275,6,18,13
4005,GMC,Envoy XUV,2005,275,6,18,13
4006,GMC,Envoy XUV,2005,275,6,17,12
4007,GMC,Envoy,2007,291,6,20,14
4008,GMC,Envoy,2007,291,6,20,14
4009,GMC,Envoy,2007,291,6,20,14
4010,GMC,Envoy,2007,302,8,20,14
4011,GMC,Envoy,2007,291,6,20,14
4012,GMC,Envoy,2007,302,8,19,13
4013,GMC,Envoy,2008,285,6,20,14
4014,GMC,Envoy,2008,285,6,20,14
4015,GMC,Envoy,2008,300,8,19,13
4016,GMC,Envoy,2008,300,8,20,14
4017,GMC,Envoy,2008,285,6,20,14
4018,GMC,Envoy,2008,285,6,20,14
4019,GMC,Envoy,2009,285,6,20,14
4020,GMC,Envoy,2009,300,8,21,15
4021,GMC,Envoy,2009,285,6,20,14
4022,GMC,Envoy,2009,285,6,20,14
4023,GMC,Envoy,2009,300,8,20,14
4024,GMC,Envoy,2009,285,6,20,14
4025,Ferrari,Enzo,2003,660,12,12,7
4026,Volkswagen,Eos,2014,200,4,30,22
4027,Volkswagen,Eos,2014,200,4,30,22
4028,Volkswagen,Eos,2014,200,4,30,22
4029,Volkswagen,Eos,2015,200,4,30,22
4030,Volkswagen,Eos,2015,200,4,30,22
4031,Volkswagen,Eos,2015,200,4,30,22
4032,Volkswagen,Eos,2016,200,4,30,22
4033,Suzuki,Equator,2010,152,4,22,17
4034,Suzuki,Equator,2010,261,6,19,15
4035,Suzuki,Equator,2010,261,6,20,15
4036,Suzuki,Equator,2010,261,6,19,15
4037,Suzuki,Equator,2010,261,6,19,15
4038,Suzuki,Equator,2010,152,4,23,19
4039,Suzuki,Equator,2010,261,6,20,15
4040,Suzuki,Equator,2010,261,6,20,15
4041,Suzuki,Equator,2010,261,6,19,15
4042,Suzuki,Equator,2010,152,4,23,19
4043,Suzuki,Equator,2011,261,6,19,14
4044,Suzuki,Equator,2011,261,6,20,15
4045,Suzuki,Equator,2011,261,6,19,14
4046,Suzuki,Equator,2011,152,4,23,19
4047,Suzuki,Equator,2011,261,6,19,14
4048,Suzuki,Equator,2011,152,4,22,17
4049,Suzuki,Equator,2012,152,4,23,19
4050,Suzuki,Equator,2012,152,4,23,19
4051,Suzuki,Equator,2012,261,6,19,15
4052,Suzuki,Equator,2012,261,6,20,15
4053,Suzuki,Equator,2012,152,4,22,17
4054,Suzuki,Equator,2012,261,6,19,15
4055,Suzuki,Equator,2012,261,6,19,14
4056,Chevrolet,Equinox,2015,182,4,29,20
4057,Chevrolet,Equinox,2015,182,4,32,22
4058,Chevrolet,Equinox,2015,182,4,29,20
4059,Chevrolet,Equinox,2015,182,4,32,22
4060,Chevrolet,Equinox,2015,182,4,32,22
4061,Chevrolet,Equinox,2015,182,4,29,20
4062,Chevrolet,Equinox,2015,182,4,32,22
4063,Chevrolet,Equinox,2015,182,4,32,22
4064,Chevrolet,Equinox,2015,182,4,29,20
4065,Chevrolet,Equinox,2016,182,4,32,22
4066,Chevrolet,Equinox,2016,182,4,29,20
4067,Chevrolet,Equinox,2016,182,4,32,22
4068,Chevrolet,Equinox,2016,182,4,29,20
4069,Chevrolet,Equinox,2016,182,4,29,20
4070,Chevrolet,Equinox,2016,182,4,32,22
4071,Chevrolet,Equinox,2016,182,4,32,22
4072,Chevrolet,Equinox,2017,182,4,32,22
4073,Chevrolet,Equinox,2017,182,4,28,20
4074,Chevrolet,Equinox,2017,182,4,32,22
4075,Chevrolet,Equinox,2017,182,4,32,22
4076,Chevrolet,Equinox,2017,182,4,28,20
4077,Chevrolet,Equinox,2017,182,4,32,22
4078,Chevrolet,Equinox,2017,182,4,28,20
4079,Hyundai,Equus,2014,429,8,23,15
4080,Hyundai,Equus,2014,429,8,23,15
4081,Hyundai,Equus,2015,429,8,23,15
4082,Hyundai,Equus,2015,429,8,23,15
4083,Hyundai,Equus,2016,429,8,23,15
4084,Hyundai,Equus,2016,429,8,23,15
4085,Lexus,ES 250,1990,156,6,24,17
4086,Lexus,ES 250,1991,156,6,23,17
4087,Lexus,ES 300h,2015,200,4,39,40
4088,Lexus,ES 300h,2016,200,4,39,40
4089,Lexus,ES 300h,2017,200,4,39,40
4090,Lexus,ES 300,2001,210,6,24,17
4091,Lexus,ES 300,2002,210,6,27,18
4092,Lexus,ES 300,2003,210,6,27,18
4093,Lexus,ES 330,2004,225,6,27,18
4094,Lexus,ES 330,2005,225,6,27,18
4095,Lexus,ES 330,2006,218,6,27,18
4096,Lexus,ES 350,2015,268,6,31,21
4097,Lexus,ES 350,2015,268,6,31,21
4098,Lexus,ES 350,2016,268,6,31,21
4099,Lexus,ES 350,2017,268,6,30,21
4100,Cadillac,Escalade ESV,2015,420,8,20,14
4101,Cadillac,Escalade ESV,2015,420,8,21,15
4102,Cadillac,Escalade ESV,2015,420,8,21,15
4103,Cadillac,Escalade ESV,2015,420,8,20,14
4104,Cadillac,Escalade ESV,2015,420,8,20,14
4105,Cadillac,Escalade ESV,2015,420,8,21,15
4106,Cadillac,Escalade ESV,2015,420,8,20,14
4107,Cadillac,Escalade ESV,2015,420,8,22,15
4108,Cadillac,Escalade ESV,2015,420,8,22,15
4109,Cadillac,Escalade ESV,2015,420,8,20,14
4110,Cadillac,Escalade ESV,2015,420,8,22,15
4111,Cadillac,Escalade ESV,2015,420,8,20,14
4112,Cadillac,Escalade ESV,2015,420,8,20,14
4113,Cadillac,Escalade ESV,2015,420,8,22,15
4114,Cadillac,Escalade ESV,2016,420,8,22,15
4115,Cadillac,Escalade ESV,2016,420,8,21,15
4116,Cadillac,Escalade ESV,2016,420,8,21,15
4117,Cadillac,Escalade ESV,2016,420,8,22,15
4118,Cadillac,Escalade ESV,2016,420,8,21,15
4119,Cadillac,Escalade ESV,2016,420,8,22,15
4120,Cadillac,Escalade ESV,2016,420,8,22,15
4121,Cadillac,Escalade ESV,2016,420,8,21,15
4122,Cadillac,Escalade ESV,2017,420,8,20,15
4123,Cadillac,Escalade ESV,2017,420,8,22,15
4124,Cadillac,Escalade ESV,2017,420,8,22,15
4125,Cadillac,Escalade ESV,2017,420,8,20,15
4126,Cadillac,Escalade ESV,2017,420,8,20,15
4127,Cadillac,Escalade ESV,2017,420,8,22,15
4128,Cadillac,Escalade ESV,2017,420,8,20,15
4129,Cadillac,Escalade ESV,2017,420,8,22,15
4130,Cadillac,Escalade EXT,2011,403,8,18,13
4131,Cadillac,Escalade EXT,2011,403,8,18,13
4132,Cadillac,Escalade EXT,2011,403,8,18,13
4133,Cadillac,Escalade EXT,2012,403,8,18,13
4134,Cadillac,Escalade EXT,2012,403,8,18,13
4135,Cadillac,Escalade EXT,2012,403,8,18,13
4136,Cadillac,Escalade EXT,2013,403,8,18,13
